	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	score_input	libname	short_inchikey	structure_smiles_2D	structure_molecular_formula	adduct	structure_exact_mass	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	otl_organism_otol_species	lowest_matched_taxon	score_taxo	score_max_consistency	final_score	rank_final
13148	308	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.7030062	ISDB	ZOJZYAPVVOLQQB	O=C1Cc2ccc(O)cc2N1	C8H7NO2		149.047678464	Alkaloids	Anthranilic acid alkaloids		['Verbascum bombyciferum']	['Streptophyta']	4	0	6.812024831771851	1
13132	304	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	6.0	0.58343166	ISDB	GNZWXNKZMHJXNU	CC(=O)C1=NCCCC1	C7H11NO		125.084063972	Alkaloids			['Verbascum bombyciferum']	['Streptophyta']	4	0	6.333726644515991	1
13092	290	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.9304987	ISDB	VPAOSFFTKWUGAD	O=c1ccc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2o1	C15H16O8		324.084517472	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.721994876861572	1
13090	289	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.85541606	ISDB	HDCQSYSGGZTKNK								['Verbascum bombyciferum']		0	0	3.421664237976074	1
13089	288	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.6022333	ISDB	JNEAWAJKXCLSEX	Oc1ccc2c(c1)C=CC(O)(O)O2	C9H8O4		180.042258736	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Streptophyta']	4	0	6.408933162689209	1
11792	287	-1							3.0	0.36838737	ISDB	WKOLLVMJNQIZCI	COc1cc(C(=O)O)ccc1O	C8H8O4		168.042258736	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	7.473549485206604	1
11790	286	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.75210977	ISDB	DPTUTXWBBUARQB	O=c1ccc2cccc(O)c2o1	C9H6O3		162.031694052	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.008439064025879	1
11771	285	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	4.0	0.3194304	ISDB	SATCULPHIDQDRE	O=Cc1ccc2c(c1)OCO2	C8H6O3		150.031694052	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Lamiales']	5	0	6.277721643447876	1
11668	278	-1							26.0	0.23669453	ISDB	BVNCCXWAZAZQNM	CC(O)C=CC12OC1(C)CC(O)CC2(C)C	C13H22O3		226.156894564	Terpenoids	Apocarotenoids	Megastigmanes	['Verbascum bombyciferum']	['Lamiales']	5	0	5.946778118610382	1
11666	273	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	LHDWRKICQLTVDL	OCC1OC(OC2OC=CC3C(O)C4OC4(CO)C23)C(O)C(O)C1O	C15H22O10	pos_1_1proton1acetonitrile	362.121296904	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
11665	271	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.8627667	ISDB	SUDKONPLSLKOPN								['Verbascum bombyciferum']		0	0	3.451066732406616	1
11605	253	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	7.0	0.5648372	ISDB	SHZMGEYUEFSGCM	CC1=CC(=O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H20O8		328.1158176	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	3	8.75934886932373	1
11431	252	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	12.0	0.5086699	ISDB	WFHXHIBUHFQKJH	O=C(O)C=CC1C=CC(O)=CC1	C9H10O3		166.06299418				['Verbascum bombyciferum']	['Lamiales']	5	0	7.034679651260376	1
11402	243	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.34942695	ISDB	BVQOOKUOYKXECX	COC(=O)c1ccc2c(c1)C=CC(C)(C)O2	C13H14O3		218.094294308	Terpenoids	Meroterpenoids	Merohemiterpenoids	['Verbascum bombyciferum']	['Streptophyta']	4	1	5.89770781993866	1
9953	239	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.63690037	ISDB	KSEBMYQBYZTDHS	COc1cc(C=CC(=O)O)ccc1O	C10H10O4		194.0579088	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	8.547601461410522	1
9949	235	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.3103902	ISDB	GZPGDNHQINDYSK	CC=Cc1c(O)ccc2c1OC(C)(O)C2=O	C12H12O4		220.073558864	Polyketides			['Verbascum bombyciferum']	['Eukaryota']	1	0	2.2415608167648315	1
9899	233	30	Shikimates and Phenylpropanoids	1.0	Chromanes	1.0	Azaphilones	1.0	12.0	0.23659736	ISDB	PFNTZFUZCHVMEE	CCOC(=O)C(O)Cc1ccc(O)c(O)c1	C11H14O5		226.084123548	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Lamiales']	5	1	6.446389436721802	1
9880	232	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.8201452	ISDB	OIIJXQMSEYQDDI	Cc1ccc(C)c2c1CCCC2C	C13H18		174.140850576	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	['Verbascum bombyciferum']	['Streptophyta']	4	1	7.780580759048462	1
9878	229	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1proton1ethylamine	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
9876	216	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	VELYAQRXBJLJAK	CC1(O)CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C21	C15H24O9	pos_1_1proton1acetonitrile	348.142032348	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
9861	215	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.5316777	ISDB	UUEPXFWSBUIUAZ	CC(=O)OCC=Cc1ccc(O)cc1	C11H12O3		192.078644244	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.126710891723633	1
9859	192	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.24525394	ISDB	XMLQEJGSKUOKGP								['Verbascum bombyciferum']		0	0	0.9810157418251038	1
9807	190	30	Shikimates and Phenylpropanoids	1.0	Chromanes	1.0	Azaphilones	1.0	9.0	0.2521583	ISDB	PFNTZFUZCHVMEE	CCOC(=O)C(O)Cc1ccc(O)c(O)c1	C11H14O5		226.084123548	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Lamiales']	5	1	6.508633255958557	1
9021	189	27	Shikimates and Phenylpropanoids	0.5	Small peptides	0.5	Aminoacids	0.5	1.0	0.48994434	ISDB	QIVBCDIJIAJPQS	NC(Cc1c[nH]c2ccccc12)C(=O)O	C11H12N2O2		204.089877624	Shikimates and Phenylpropanoids	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Scrophulariaceae']	6	3	9.459777355194092	1
8932	181	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.79522455	ISDB	YPJWDYIFUBTPCH	COc1cc2occc2cc1CCC(=O)O	C12H12O4		220.073558864	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Streptophyta']	4	0	7.180898189544678	1
8926	178	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	VELYAQRXBJLJAK	CC1(O)CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C21	C15H24O9	pos_1_1proton1ammonium	348.142032348	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
8924	174	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	LHDWRKICQLTVDL	OCC1OC(OC2OC=CC3C(O)C4OC4(CO)C23)C(O)C(O)C1O	C15H22O10	pos_1_1proton1ethylamine	362.121296904	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
8922	170	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1proton1ammonium	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
8728	169	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	8.0	0.70851964	ISDB	WFHXHIBUHFQKJH	O=C(O)C=CC1C=CC(O)=CC1	C9H10O3		166.06299418				['Verbascum bombyciferum']	['Lamiales']	5	0	7.834078550338745	1
8726	168	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	VELYAQRXBJLJAK	CC1(O)CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C21	C15H24O9	pos_1_1sodium	348.142032348	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
8724	167	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	VELYAQRXBJLJAK	CC1(O)CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C21	C15H24O9	pos_1_1proton1ammonium	348.142032348	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
8663	166	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	7.0	0.38097787	ISDB	SZDUUCCXZRJZRL	CC1=C2C(=O)OCCC2C(O)C1	C9H12O3		168.078644244	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum']	7	3	10.023911476135254	1
8549	165	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	4.0	0.41513535	ISDB	UYGBSRJODQHNLQ	Cc1cc(C=O)cc(C)c1O	C9H10O2		150.06807956	Terpenoids			['Verbascum bombyciferum']	['Lamiales']	5	1	7.160541415214539	1
8503	163	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	12.0	0.46697542	ISDB	DLRJIFUOBPOJNS	CCOc1ccccc1	C8H10O		122.07316494	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Lamiales']	5	0	6.867901682853699	1
8501	153	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	XUWSHXDEJOOIND	CC1(O)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H24O10	pos_1_1proton1ammonium	364.136946968	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
8440	152	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.50707364	ISDB	JSKCJJNYSGWZDU	C=C1C(O)CC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C12	C16H22O10		374.1212969039999	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	3	8.528294563293457	1
8204	151	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	12.0	0.5656387	ISDB	DUAGQYUORDTXOR	C=CC1C2=CCOC(=O)C2=COC1OC1OC(CO)C(O)C(O)C1O	C16H20O9		356.1107322199999	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	2	8.26255488395691	1
8109	150	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.77503055	ISDB	YUDPTGPSBJVHCN	Cc1cc(=O)oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12	C16H18O8		338.100167536	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.1001222133636475	1
8105	148	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.28555515	ISDB	SLUWJPWHBUWROV	O=C(O)C1=COC(O)C2C(CO)=CCC12	C10H12O5		212.068473484	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Streptophyta']	4	3	6.642220616340637	1
6754	147	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	8.0	0.42181566	ISDB	KSEBMYQBYZTDHS	COc1cc(C=CC(=O)O)ccc1O	C10H10O4		194.0579088	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	7.687262654304504	1
6573	146	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.55861926	ISDB	LIIALPBMIOVAHH	COc1ccc2ccc(=O)oc2c1	C10H8O3		176.047344116	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Lamiales']	5	0	7.2344770431518555	1
6402	145	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	10.0	0.6337928	ISDB	WFHXHIBUHFQKJH	O=C(O)C=CC1C=CC(O)=CC1	C9H10O3		166.06299418				['Verbascum bombyciferum']	['Lamiales']	5	0	7.535171270370483	1
6216	142	-1							1.0	0.77733874	ISDB	HBEDSQVIWPRPAY	c1ccc2c(c1)CCO2	C8H8O		120.057514876	Shikimates and Phenylpropanoids	Isoflavonoids		['Verbascum bombyciferum']	['Lamiales']	5	0	8.109354972839355	1
6214	141	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1sodium	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
6172	140	-1							1.0	0.80151975	ISDB	GHOKWGTUZJEAQD	CC(C)(CO)C(O)C(=O)NCCC(=O)O	C9H17NO5		219.110672644	Amino acids and Peptides	Small peptides	Dipeptides	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.206079006195068	1
6170	137	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1proton1ammonium	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
6158	136	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.5308328	ISDB	CFFMLEQRNNOHLH	O=C(C=Cc1ccccc1)OCC1OC(O)C(O)C(O)C1O	C15H18O7		310.105252916	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	8.123331308364868	1
5951	135	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	5.0	0.5933846	ISDB	CJBDUOMQLFKVQC	O=C(O)CCc1ccccc1O	C9H10O3		166.06299418	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Lamiales']	5	0	7.373538494110107	1
5791	133	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.8245419	ISDB	OVWYEQOVUDKZNU	Cc1cccc(C=O)c1	C8H8O		120.057514876	Terpenoids			['Verbascum bombyciferum']	['Streptophyta']	4	1	7.798167705535889	1
5735	129	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	19.0	0.22060135	ISDB	MTVWFVDWRVYDOR	OCC(O)c1ccc(O)c(O)c1	C8H10O4		170.0579088	Alkaloids	Tyrosine alkaloids	Phenylethylamines	['Verbascum bombyciferum']	['Lamiales']	5	0	5.882405400276184	1
5731	125	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1potassium	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
5699	120	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.8260259	ISDB	CWLQUGTUXBXTLF	CN1CCCC1C(=O)O	C6H11NO2		129.078978592	Alkaloids	Ornithine alkaloids	Pyrrolidine alkaloids	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.30410361289978	1
4987	110	14	Amino acids and Peptides	0.6666666666666666	Small peptides	0.6666666666666666	Aminoacids	0.6666666666666666	1.0	0.88370717	ISDB	ODKSFYDXXFIFQN	N=C(N)NCCCC(N)C(=O)O	C6H14N4O2		174.111675688	Shikimates and Phenylpropanoids	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Lamiales']	5	3	10.034828662872314	1
4985	108	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1proton1ethylamine	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
4983	105	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1potassium	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
4981	104	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1sodium	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
4979	103	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1proton1ammonium	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
4967	101	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.5446426	ISDB	CFFMLEQRNNOHLH	O=C(C=Cc1ccccc1)OCC1OC(O)C(O)C(O)C1O	C15H18O7		310.105252916	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	8.17857050895691	1
4754	100	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	7.0	0.6751293	ISDB	CJBDUOMQLFKVQC	O=C(O)CCc1ccccc1O	C9H10O3		166.06299418	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Lamiales']	5	0	7.700517177581787	1
4594	97	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.8399023	ISDB	OVWYEQOVUDKZNU	Cc1cccc(C=O)c1	C8H8O		120.057514876	Terpenoids			['Verbascum bombyciferum']	['Streptophyta']	4	1	7.859609127044678	1
4566	91	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1proton	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
4532	90	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	4.0	0.6283264	ISDB	SHZMGEYUEFSGCM	CC1=CC(=O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H20O8		328.1158176	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	3	9.0133056640625	1
4519	89	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.33233437	ISDB	BWDGXQDVXMUNDT	CC(=O)OC(c1ccccc1)C(O)C1OC(=O)C=CC1O	C15H16O6		292.09468823199995	Shikimates and Phenylpropanoids	Styrylpyrones	Kavalactones and derivatives	['Verbascum bombyciferum']	['Streptophyta']	4	0	5.329337477684021	1
4517	88	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	XUWSHXDEJOOIND	CC1(O)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H24O10	pos_1_1proton1ammonium	364.136946968	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
4513	84	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	RJWJHRPNHPHBRN	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H22O9	pos_1_1proton1ammonium	346.126382284	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
4315	82	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.6318862	ISDB	UYGBSRJODQHNLQ	Cc1cc(C=O)cc(C)c1O	C9H10O2		150.06807956	Terpenoids			['Verbascum bombyciferum']	['Lamiales']	5	1	8.027544736862183	1
3526	76	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.80451465	ISDB	OUYCCCASQSFEME	NC(Cc1ccc(O)cc1)C(=O)O	C9H11NO3		181.073893212	Amino acids and Peptides	Small peptides	Aminoacids	['Verbascum bombyciferum']	['Lamiales']	5	0	8.218058586120605	1
3434	75	9	Shikimates and Phenylpropanoids	0.3333333333333333	Small peptides	0.3333333333333333	Polyamines	0.3333333333333333	1.0	0.75068945	ISDB	ATHGHQPFGPMSJY	NCCCCNCCCN	C7H19N3		145.15789760799998	Alkaloids	Ornithine alkaloids	Polyamines	['Verbascum bombyciferum']	['Lamiales']	5	3	9.502757787704468	1
3433	72	-1							1.0	0.46537256	ISDB	MDLTWTOQCHCLSZ	Cc1ncc(COC2OC(CO)C(O)C(O)C2O)c(CO)c1O	C14H21NO8		331.126716632	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	['Verbascum bombyciferum']	['Streptophyta']	4	0	5.861490249633789	1
3398	65	5	Amino acids and Peptides	0.14285714285714285	Small peptides	0.14285714285714285	Aminoacids	0.14285714285714285	2.0	0.34489647	ISDB	ODBLHEXUDAPZAU	O=C(O)CC(C(=O)O)C(O)C(=O)O	C6H8O7		192.027002596	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	['Verbascum bombyciferum']	['Lamiales']	5	0	6.379585862159729	1
