sample_filename	sample_id	sample_type	source_id	source_taxon	lab_extract	ex_batch_id	ms_operator	ms_date_created	ms_UUID	ms_injection_volume	ms_inj_vol	ms_id	al_user_created	al_date_created	al_UUID	al_vol_microliter	ex_user_created	ex_date_created	ex_user_updated	ex_date_updated	ex_UUID	ex_dried_weight	extr_meth	ex_solv_vol_micro	fs_user_created	fs_date_created	fs_UUID	qf_sample_name	qf_latitude	qf_longitude	qf_ipen	qf_comment_eco	qf_soil_type	qf_weather	qf_comment_env	qf_herbivory_percent	qf_temperature_celsius	inat_id	inat_quality_grade	inat_uuid	inat_observed_on_details_date	inat_identifications_most_agree	inat_species_guess	inat_identifications_most_disagree	inat_site_id	inat_created_time_zone	inat_observed_time_zone	inat_description	inat_observed_on	inat_updated_at	inat_captive	inat_taxon_is_active	inat_taxon_ancestry	inat_taxon_min_species_ancestry	inat_taxon_endemic	inat_taxon_iconic_taxon_id	inat_taxon_min_species_taxon_id	inat_taxon_threatened	inat_taxon_rank_level	inat_taxon_introduced	inat_taxon_native	inat_taxon_parent_id	inat_taxon_rank	inat_taxon_extinct	inat_taxon_id	inat_taxon_ancestor_ids	inat_taxon_created_at	inat_taxon_default_photo_id	inat_taxon_default_photo_url	inat_taxon_default_photo_flags	inat_taxon_default_photo_square_url	inat_taxon_default_photo_medium_url	inat_taxon_observations_count	inat_taxon_universal_search_rank	inat_taxon_current_synonymous_taxon_ids	inat_taxon_atlas_id	inat_taxon_wikipedia_url	inat_taxon_iconic_taxon_name	inat_taxon_preferred_common_name	inat_ident_taxon_ids	inat_outlinks	inat_faves_count	inat_num_identification_agreements	inat_comments	inat_map_scale	inat_uri	inat_project_ids	inat_community_taxon_id	inat_geojson_type	inat_geojson_coordinates	inat_identifications_count	inat_location	inat_votes	inat_user_id	inat_user_login	inat_user_name	inat_user_observations_count	inat_user_identifications_count	inat_user_journal_posts_count	inat_user_activity_count	inat_user_species_count	inat_user_universal_search_rank	inat_user_roles	inat_identifications_some_agree	inat_project_ids_without_curator_id	inat_place_guess	inat_identifications	inat_project_observations	inat_photos	inat_faves	inat_photo_url	inat_taxon_conservation_status_id	inat_taxon_conservation_status_source_id	inat_taxon_conservation_status_authority	inat_taxon_conservation_status_iucn	inat_emi_external_id	inat_taxon_conservation_status_user_id	inat_taxon_complete_rank	inat_taxon_complete_species_count	raw_sha	converted_sha	massive_id
202405241509_EB_dbgi_batch_blk_000012_01.mzML	dbgi_batch_blk_000012_01	blank	blank		dbgi_batch_blk_000012	dbgi_batch_000012	9af998ce-51df-4e58-a461-7664bda376a5	2024-05-24T13:15:45.457Z	cdb5e901-1abe-47d5-808c-8882a69db463	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	9af998ce-51df-4e58-a461-7664bda376a5	2024-05-24T12:07:21.715Z	3175438f-5780-4a3f-9144-82ffeafe3db9	120	9af998ce-51df-4e58-a461-7664bda376a5	2024-05-24T10:35:26.900Z			2463b497-52bd-4a82-8892-4f943d79c75d		MeOH/H2O	1700	09778fe7-ef86-4785-86f8-10ee244d4da8	2024-03-11T14:00:50.616Z	e0f87e6a-6415-4d6f-9ad6-9dd213fbb31d																																																																																													b03e3d35f7479463cf03173d5ea7d6117db5d3ff	6ae50c04e722fc78878ccb450aaa3b3ae9b48696	MSV000093199
