sample_filename	sample_id	sample_type	source_id	source_taxon	lab_extract	ex_batch_id	ms_operator	ms_date_created	ms_UUID	ms_injection_volume	ms_inj_vol	ms_id	al_user_created	al_date_created	al_UUID	al_vol_microliter	ex_user_created	ex_date_created	ex_user_updated	ex_date_updated	ex_UUID	ex_dried_weight	extr_meth	ex_solv_vol_micro	fs_user_created	fs_date_created	fs_UUID	qf_sample_name	qf_latitude	qf_longitude	qf_ipen	qf_comment_eco	qf_soil_type	qf_weather	qf_comment_env	qf_herbivory_percent	qf_temperature_celsius	inat_id	inat_quality_grade	inat_uuid	inat_observed_on_details_date	inat_identifications_most_agree	inat_species_guess	inat_identifications_most_disagree	inat_site_id	inat_created_time_zone	inat_observed_time_zone	inat_description	inat_observed_on	inat_updated_at	inat_captive	inat_taxon_is_active	inat_taxon_ancestry	inat_taxon_min_species_ancestry	inat_taxon_endemic	inat_taxon_iconic_taxon_id	inat_taxon_min_species_taxon_id	inat_taxon_threatened	inat_taxon_rank_level	inat_taxon_introduced	inat_taxon_native	inat_taxon_parent_id	inat_taxon_rank	inat_taxon_extinct	inat_taxon_id	inat_taxon_ancestor_ids	inat_taxon_created_at	inat_taxon_default_photo_id	inat_taxon_default_photo_url	inat_taxon_default_photo_flags	inat_taxon_default_photo_square_url	inat_taxon_default_photo_medium_url	inat_taxon_observations_count	inat_taxon_universal_search_rank	inat_taxon_current_synonymous_taxon_ids	inat_taxon_atlas_id	inat_taxon_wikipedia_url	inat_taxon_iconic_taxon_name	inat_taxon_preferred_common_name	inat_ident_taxon_ids	inat_outlinks	inat_faves_count	inat_num_identification_agreements	inat_comments	inat_map_scale	inat_uri	inat_project_ids	inat_community_taxon_id	inat_geojson_type	inat_geojson_coordinates	inat_identifications_count	inat_location	inat_votes	inat_user_id	inat_user_login	inat_user_name	inat_user_observations_count	inat_user_identifications_count	inat_user_journal_posts_count	inat_user_activity_count	inat_user_species_count	inat_user_universal_search_rank	inat_user_roles	inat_identifications_some_agree	inat_project_ids_without_curator_id	inat_place_guess	inat_identifications	inat_project_observations	inat_photos	inat_faves	inat_photo_url	inat_taxon_conservation_status_id	inat_taxon_conservation_status_source_id	inat_taxon_conservation_status_authority	inat_taxon_conservation_status_iucn	inat_emi_external_id	inat_taxon_conservation_status_user_id	inat_taxon_complete_rank	inat_taxon_complete_species_count	raw_sha	converted_sha	massive_id	taxon_search_string	otl_is_approximate_match	otl_is_synonym	otl_matched_name	otl_nomenclature_code	otl_score	otl_search_string	otl_taxon.flags	otl_taxon.is_suppressed	otl_taxon.is_suppressed_from_synth	otl_taxon.name	otl_taxon.ott_id	otl_taxon.rank	otl_taxon.source	otl_taxon.synonyms	otl_taxon.tax_sources	otl_taxon.unique_name	otl_organism_otol_class	otl_organism_otol_domain	otl_organism_otol_family	otl_organism_otol_forma	otl_organism_otol_genus	otl_organism_otol_infrakingdom	otl_organism_otol_infraorder	otl_organism_otol_infraphylum	otl_organism_otol_infraspecificname	otl_organism_otol_kingdom	otl_organism_otol_no_rank	otl_organism_otol_no_rank_terminal	otl_organism_otol_order	otl_organism_otol_phylum	otl_organism_otol_section	otl_organism_otol_species	otl_organism_otol_species_group	otl_organism_otol_species_subgroup	otl_organism_otol_subclass	otl_organism_otol_subdivision	otl_organism_otol_subfamily	otl_organism_otol_subgenus	otl_organism_otol_subkingdom	otl_organism_otol_suborder	otl_organism_otol_subphylum	otl_organism_otol_subsection	otl_organism_otol_subspecies	otl_organism_otol_subtribe	otl_organism_otol_superclass	otl_organism_otol_superfamily	otl_organism_otol_superorder	otl_organism_otol_tribe	otl_organism_otol_varietas	otl_organism_otol_variety	otl_organism_otol_unique_name	otl_organism_otol_class_ott_id	otl_organism_otol_domain_ott_id	otl_organism_otol_family_ott_id	otl_organism_otol_forma_ott_id	otl_organism_otol_genus_ott_id	otl_organism_otol_infrakingdom_ott_id	otl_organism_otol_infraorder_ott_id	otl_organism_otol_infraphylum_ott_id	otl_organism_otol_infraspecificname_ott_id	otl_organism_otol_kingdom_ott_id	otl_organism_otol_no_rank_ott_id	otl_organism_otol_no_rank_terminal_ott_id	otl_organism_otol_order_ott_id	otl_organism_otol_phylum_ott_id	otl_organism_otol_section_ott_id	otl_organism_otol_species_ott_id	otl_organism_otol_species_group_ott_id	otl_organism_otol_species_subgroup_ott_id	otl_organism_otol_subclass_ott_id	otl_organism_otol_subdivision_ott_id	otl_organism_otol_subfamily_ott_id	otl_organism_otol_subgenus_ott_id	otl_organism_otol_subkingdom_ott_id	otl_organism_otol_suborder_ott_id	otl_organism_otol_subphylum_ott_id	otl_organism_otol_subsection_ott_id	otl_organism_otol_subspecies_ott_id	otl_organism_otol_subtribe_ott_id	otl_organism_otol_superclass_ott_id	otl_organism_otol_superfamily_ott_id	otl_organism_otol_superorder_ott_id	otl_organism_otol_tribe_ott_id	otl_organism_otol_varietas_ott_id	otl_organism_otol_variety_ott_id	otl_ott_id	otl_unique_name	otl_flags	otl_rank	wd_ott.type	wd_ott.value	wd_wd.type	wd_wd.value	wd_img.type	wd_img.value
202405241509_EB_dbgi_002744_01_01.mzML	dbgi_002744_01_01	sample	dbgi_002744	Verbascum bombyciferum	dbgi_002744_01	dbgi_batch_000010	9af998ce-51df-4e58-a461-7664bda376a5	2024-05-24T13:14:12.041Z	ecbd466b-c436-4fca-a741-ae00749787ee	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	9af998ce-51df-4e58-a461-7664bda376a5	2024-05-24T12:31:10.951Z	1d34c558-2ff8-4356-bea8-f989fca82e65	120	9af998ce-51df-4e58-a461-7664bda376a5	2024-03-04T15:33:07.529Z	9af998ce-51df-4e58-a461-7664bda376a5	2024-05-24T08:21:41.736Z	61df3a35-1fdc-4ad5-b6be-946330d87cdd	49.0	MeOH/H2O	1700	9af998ce-51df-4e58-a461-7664bda376a5	2023-11-21T11:19:01.206Z	173efc25-a3a8-436d-90fc-f77172874174		46.79253	7.15694								183073173.0	casual	0aca3885-90b8-419a-85ec-90ebf87cb941	11/09/2023	False	Verbascum bombyciferum	False	1.0	Europe/Zurich	Europe/Zurich		2023-09-11 11:16:00+02:00	2023-09-13 15:08:22+02:00	True	True	48460/47126/211194/47125/47124/48151/47151/941815/56165	"""48460,47126,211194,47125,47124,48151,47151,941815,56165,79485"""	False	47126.0	79485.0	False	10.0	False	False	56165.0	species	False	79485.0	"""[48460, 47126, 211194, 47125, 47124, 48151, 47151, 941815, 56165, 79485]"""	2011-05-13T21:47:32+00:00	1136758.0	https://inaturalist-open-data.s3.amazonaws.com/photos/1136758/square.jpg	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/1136758/square.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/1136758/medium.jpg	57.0	57.0				Plantae	Broussa Mullein	"""[48460, 47126, 211194, 47125, 47124, 48151, 47151, 941815, 56165, 79485]"""	[]	0.0	0.0	[]		https://www.inaturalist.org/observations/183073173	[]		Point	"""{'type': 'Point', 'coordinates': [7.1569389204, 46.7925338706]}"""	0.0	"""[46.7925338706, 7.1569389204]"""	[]	6887541.0	edouard-brulhart		1156.0	0.0	0.0	1156.0	856.0	1156.0	[]	False	[]	"""Fribourg, Switzerland"""	[{'407714801': 79485}]	[]	"""[{'319330783': 'https://inaturalist-open-data.s3.amazonaws.com/photos/319330783/square.jpg'}, {'319330789': 'https://inaturalist-open-data.s3.amazonaws.com/photos/319330789/square.jpg'}, {'319330790': 'https://inaturalist-open-data.s3.amazonaws.com/photos/319330790/square.jpg'}, {'319330818': 'https://inaturalist-open-data.s3.amazonaws.com/photos/319330818/square.jpg'}, {'319330824': 'https://inaturalist-open-data.s3.amazonaws.com/photos/319330824/square.jpg'}]"""	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/319330783/square.jpg					dbgi_002744				b657995bc695af69184650a791a4012687c48222	0bfaeea3f91a314c1b0296ca0294e0acab4f226c	MSV000093199	verbascum bombyciferum	False	False	Verbascum bombyciferum	ICN	1.0	verbascum bombyciferum	[]	False	False	Verbascum bombyciferum	3883068	species	ott3.7draft2	[]	['gbif:3741100']	Verbascum bombyciferum	Magnoliopsida	Eukaryota	Scrophulariaceae		Verbascum					Archaeplastida	life		Lamiales	Streptophyta		Verbascum bombyciferum																Scrophularieae				99252	304358	23713		264474					5268475	805080		23736	916750		3883068.0																846872			3883068	Verbascum bombyciferum	[]	species	literal	3883068	uri	http://www.wikidata.org/entity/Q17746039	uri	http://commons.wikimedia.org/wiki/Special:FilePath/Verbascum%20bombyciferum%207.jpg
